,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.10610285,-0.055445887,0.14862725,-0.12294455,0.037219983,0.32415107,-0.23445937,-0.4060898,0.15944678,0.10900323,0.055081435,0.24314184,0.14131285,-0.1216595,0.070820905,0.16122755,-0.0063600005,0.28231612,0.13813752,0.50047374,-0.064797126,0.0222508,-0.12673858,0.09281761,0.20601632,-0.049733974,0.1093086,0.21792443,0.24025115,-0.052271627,-0.20085697,-0.1491125,-0.08460267,0.095143065,0.24250112,-0.25579113,-0.08907515,0.13388479,0.27270955,0.46673185,0.015690738,0.23340678,-0.059005216,0.003691158,-0.34088862,0.0071728462,0.07433511,0.18309955,-0.14755207,-0.14441761,-0.064431585,0.16868025,-0.160499,0.055162366,0.052790247,-0.040450037,-0.03876377,0.08692185,0.33657807,-0.10938637,-0.103319734,0.02916159,-0.10200285,0.15557888,0.27894318,-0.11140971,-0.07063407,-0.27276668,0.3958184,-0.34303427,-0.05870602,-0.14206317,-0.33523473,-0.14605251,-0.35855198,-0.1690441,-0.018898727,-0.056364983,0.26578388,-0.01948778,0.02469198,0.08765173,0.23976764,-0.21389474,0.1078475,0.098844714,-0.15025167,-0.21250674,-0.24950042,0.057952233,-0.30879423,-0.35956636,-0.13559939,-0.1176629,-0.36446342,-0.22406553,-0.047937963,0.21044299,-0.10528812,0.012985367
1,-0.0040536933,0.2052109,-0.120897114,0.012601554,-0.042130664,-0.101469845,0.40615785,0.24338996,-0.0929618,-0.11567749,-0.036074534,-0.28777087,-0.019070804,-0.11356273,0.08839402,0.08469327,-0.08124274,0.009364724,-0.02280128,-0.19915068,-0.010668457,-0.052882865,-0.04511276,0.03767386,-0.33370948,0.12902825,-0.10789329,-0.34107777,-0.10535529,-0.09741384,0.15925375,-0.12512356,0.0077787265,-0.114957646,-0.08850661,0.34727743,0.14821634,0.119170904,-0.25108656,-0.13495272,-0.004744917,0.035649806,0.015939824,-0.086938225,0.35117763,-0.13525839,-0.111731716,-0.10094511,0.08307299,-0.0154508725,0.06031747,-0.024027526,0.030313998,-0.1077486,0.015763342,-0.18312255,0.16499572,-0.06407793,-0.030172259,-0.10001595,-0.008367166,-0.15384455,0.07728134,-0.17816731,-0.15104336,-0.11606695,0.03609419,0.14937681,-0.25269186,-0.025812596,-0.04898776,0.14120561,0.1406182,0.1766156,0.30158192,0.11861783,-0.0694698,0.035285845,-0.19434416,0.19297151,-0.056621447,-0.19984668,0.05456397,0.027856588,-0.08111347,-0.07381669,-0.03759903,0.10226539,0.019757032,-0.07867865,0.058189988,0.33438987,-0.046517953,-0.010206953,0.4504097,0.13909006,-0.06983875,-0.080806926,0.09296171,0.0072769523
2,0.13754888,0.018708669,0.020972833,-0.06400575,0.00026662648,0.18902367,0.041179195,-0.21744889,-0.008655965,0.03861194,0.023174683,0.04736446,0.026352003,-0.09517245,0.018261407,0.106093004,0.039305955,0.22345252,0.019645527,0.15848869,-0.016961873,0.0013233107,-0.07419725,0.15561622,0.011687279,-0.103250876,0.08769338,-0.035060868,0.015441507,0.047406398,-0.00887762,-0.061179668,0.100808606,0.005325161,0.050350428,-0.021695033,0.04730696,0.091553934,0.062496603,0.123916626,-0.040222093,0.1008369,0.04016435,0.0055177016,-0.19132763,-0.059127342,-0.03420332,0.17082748,-0.024221241,-0.0438938,-0.055905946,-0.0054433197,-0.07818259,-0.05880665,0.014209393,0.0022919439,0.09233098,0.12254474,0.22795993,-0.10013884,0.01758866,0.034557626,-0.020212345,0.11848217,-0.017122239,-0.10617788,-0.01667127,-0.11366898,0.055240512,-0.23527935,-0.116269276,-0.066805646,-0.1370523,-0.010166593,-0.1015484,-0.067904755,-0.03572032,-0.0062205642,0.08000305,0.02821251,0.07038859,0.092216276,0.16837205,0.046608955,-0.011860877,0.017541245,-0.060737267,-0.109026775,-0.13455763,0.072243765,-0.12386501,-0.043653548,-0.08681737,-0.028717235,-0.112271786,-0.05853948,-0.08776462,0.07950829,0.011693381,0.029168157
3,-0.009607144,0.09478277,-0.031245843,-0.014316812,-0.007539045,-0.051957965,0.19796434,0.115207195,-0.050374523,-0.07411775,-0.033670627,-0.18221155,0.00963188,-0.016318435,0.018998042,0.024948262,-0.04072526,-0.02199465,-0.0048817024,-0.08749947,0.0013821423,-0.04677189,0.030141607,0.022011027,-0.17075694,0.09838146,-0.05010456,-0.13823113,-0.05263318,-0.06116508,0.09735562,-0.05008282,-0.00016521662,-0.045628324,-0.050958022,0.1710656,0.096490875,0.055488106,-0.14820397,-0.045126677,0.009778584,0.021305203,0.025999177,-0.039347943,0.18544754,-0.06115383,-0.099119514,-0.12326336,0.07024063,0.011218116,0.031172179,-0.033777162,0.017025158,-0.055269286,-0.020314625,-0.05049357,0.091370195,-0.021469295,-0.039777577,-0.0351663,-0.0065124184,-0.079433806,0.040566653,-0.041374683,-0.08239126,-0.049775343,-0.0038287118,0.036471784,-0.1160934,0.0361761,-0.037026785,0.06981446,0.07950467,0.09283087,0.14851871,0.03647296,-0.011626446,0.01630932,-0.07500592,0.12817778,-0.03627712,-0.13036025,-0.0042393953,0.049211785,-0.07062991,-0.032753326,0.03267233,0.05382654,0.013379291,-0.04527401,0.02279377,0.20750347,0.00048016012,-0.003479369,0.22510207,0.069481954,-0.0046079867,-0.04526505,0.027323663,0.015669562
4,-0.022778437,-0.024229411,0.10327633,-0.093141586,0.08999349,0.14729929,-0.045440763,-0.15319109,0.016694054,-0.0136851,-0.04492197,0.032486424,0.0838446,-0.021368235,0.033804424,0.007025093,-0.038096208,0.083676204,0.15628424,0.28501856,-0.08933507,-0.027552152,-0.033871308,0.085403666,0.13565774,0.030625442,-0.013780594,0.09533538,0.11864346,-0.050577104,-0.057031006,-0.08939941,-0.127555,0.056537002,0.15790115,-0.014671847,0.010555439,0.048680738,0.13599792,0.2645842,0.052297853,0.14165747,-0.03356823,-0.034158025,-0.09561217,-0.01804119,-0.09061919,-0.08211404,-0.0074103177,-0.09241122,0.06262241,0.044346407,-0.106398985,0.05354984,-0.004400877,0.028033298,-0.0030408725,0.05012545,0.11016247,-0.11580856,-0.118509874,0.011716269,-0.034505785,0.11457443,0.12329447,-0.06943864,-0.034574322,-0.17938578,0.17761153,-0.09670007,-0.006253068,0.012660503,-0.14280427,-0.054269493,-0.13812014,-0.11146474,0.024336644,-0.031215608,0.1213963,0.090190046,-0.028670523,-0.12694022,0.0767006,-0.016151518,-0.038140602,0.08109829,-0.042096883,-0.08821942,-0.10117969,-0.011607006,-0.15267879,-0.048000097,-0.06425424,-0.06299244,-0.049708873,-0.11372858,0.007104866,0.0445897,-0.07621966,-0.021373278
5,-0.09110814,-0.6602751,0.630203,-0.17883883,0.3659441,-0.00075253844,-1.1154397,-0.39161164,-0.012136951,0.22511415,-0.06731031,0.46529734,-0.012299083,0.684067,-0.40173918,-0.27766535,0.40249935,-0.34608892,0.21513727,0.2862039,-0.078787945,0.08405417,0.17956206,-0.048562896,0.90571344,-0.3305078,0.17820013,0.88323385,0.32902366,0.2537825,-0.18523423,0.5153896,-0.14865854,0.3039998,0.049983844,-0.6523102,-0.40740013,-0.558997,0.6341726,0.08874893,0.40603882,-0.30421215,-0.044420093,0.35047904,-0.73315966,0.39432478,0.1671189,-0.08952847,-0.27818748,0.28018117,-0.22505511,-0.00025875866,0.03423512,0.47411758,-0.3003353,0.70844,-0.56574744,0.025857635,-0.13767894,0.4184701,0.04640492,0.48710802,-0.22974515,0.6796086,0.30562174,0.4494605,0.035843413,-0.37199557,0.83564186,0.43971634,0.31297264,-0.301264,-0.41932577,-0.46142128,-0.54977006,-0.33069107,0.28401732,-0.124271244,0.565166,-0.49555427,0.28994113,0.29079258,-0.46833894,0.06914146,0.056209087,0.3193035,0.48693293,-0.09953019,0.13139698,0.20409158,-0.09919889,-0.63210225,0.07918453,0.112287514,-1.218562,-0.28138214,0.040120434,-0.08848223,-0.12230487,0.048575964
6,-0.25596482,-0.18132888,-0.37357554,0.11355338,-0.042864576,-0.06266555,-0.23398706,-0.09392813,0.08546561,-0.10150333,-0.24176675,0.26847038,0.0077761114,0.09479031,0.1927019,-0.28370598,-0.1331057,-0.13868794,0.1526992,0.074165165,0.044112913,0.050333947,-0.015072964,-0.0634953,0.59067786,0.25599843,0.03161317,0.5047774,-0.08684975,0.17225872,-0.15193862,0.12614337,-0.35256585,-0.117177255,0.0685114,-0.104204,0.08733942,0.09202084,0.042080045,0.23301485,-0.3984744,0.066954374,-0.13720377,-0.26932922,-0.09648505,-0.064115,-0.3278743,0.13916504,0.10205376,-0.30125737,0.36535913,-0.15593968,-0.33151668,-0.012988126,0.20499277,0.15068297,0.07772568,0.05703026,-0.059541225,-0.11844905,-0.21070638,-0.27144495,0.10908625,0.22554898,-0.0150176585,0.09832829,-0.31114393,0.0624277,-0.2697561,0.32877487,-0.19606587,0.33999056,0.09356806,-0.10644981,-0.15964141,-0.13351452,-0.20521283,0.094523855,-0.02063407,0.047230963,-0.43485487,0.13702196,-0.09898543,0.23782381,0.0048337877,-0.11989885,0.050946474,0.3280328,0.10242519,-0.17465474,0.32942948,0.08367717,0.2962446,-0.10569151,0.09394643,0.19480258,0.29470336,-0.058097005,-0.22376972,0.02482371
7,-0.15428568,-0.7088146,0.4217105,-0.07007344,0.30462173,-0.1260319,-1.0886164,-0.2912292,-0.03184314,0.22039707,-0.08741292,0.44218522,-0.10887514,0.6901399,-0.41023996,-0.40401405,0.39461294,-0.45180073,0.1673889,0.09833759,-0.026999041,0.11438733,0.17181689,-0.10199073,0.9100894,-0.3212958,0.15028186,0.90049416,0.18327013,0.3002779,-0.14139217,0.59862655,-0.1642564,0.25483906,-0.02148506,-0.67785907,-0.4106332,-0.56434596,0.6044632,-0.08873129,0.2884545,-0.4152366,-0.07674448,0.30169445,-0.6843018,0.35125804,0.17499076,-0.026631951,-0.2084113,0.27667361,-0.13187553,-0.10450407,0.077665,0.4407849,-0.2347193,0.68975335,-0.57620317,-0.04486064,-0.31911004,0.43816394,0.03005287,0.43981692,-0.13895145,0.60790485,0.2042813,0.53546417,0.030435745,-0.17813057,0.59011626,0.578773,0.33280984,-0.17277329,-0.22559792,-0.50310916,-0.49026504,-0.2728547,0.23797068,-0.08988082,0.45612308,-0.55567586,0.22933558,0.30885226,-0.5685127,0.16675796,0.07044293,0.2479637,0.47376782,0.0018737912,0.23287854,0.18139,0.08234021,-0.541115,0.20938721,0.16516902,-1.1016968,-0.1863673,0.07550431,-0.14794083,-0.094256185,0.029080553
8,-0.022709228,0.044333063,-0.013499498,0.027896553,-0.01865239,-0.069524035,0.03611721,0.113763765,-0.039176866,-0.011222541,0.0042697825,-0.04264544,-0.022799537,0.00532341,0.01304356,-0.0053468123,-0.015410616,-0.04959306,-0.026698038,-0.109959215,0.009888068,-0.025690926,0.030205831,-0.04683131,-0.08938059,0.009332942,-0.0331657,-0.067192554,-0.050092414,0.0002815053,0.050542504,0.011362292,0.042734675,-0.028472688,-0.049505666,0.054086745,0.01063408,-0.01964219,-0.05956708,-0.09502533,0.009034978,-0.040372163,0.021580685,0.017251076,0.10716635,0.031458832,-0.015246157,-0.06562045,0.04172495,0.051204905,0.005019149,-0.013018586,0.04222607,-0.008337574,-0.022540776,0.022142308,0.015347779,-0.0019644648,-0.06989622,0.041754022,0.04985011,0.004390646,0.0012299642,-0.04183372,-0.031736612,0.016708925,0.020785261,0.042166352,-0.07258834,0.05922523,0.02494548,0.004448451,0.06836109,0.06811536,0.09327671,0.026968643,0.0027432926,0.0072426405,-0.040679395,0.004783408,0.0044418275,-0.020824343,-0.03242725,0.017971143,-0.010026231,-0.028770115,0.028979197,0.04651381,0.05920334,-0.01213024,0.057705298,0.084417656,0.0038349405,0.0278221,0.083801985,0.059727073,0.026565798,-0.049299,0.023208588,-0.007709815
9,-0.021213647,0.16565864,-0.02600792,-0.0888603,-0.019802928,0.026940435,0.24064615,0.06414354,-0.02229011,-0.1097775,-0.101245224,-0.23221858,0.03172476,-0.14305766,0.14108792,0.04519242,-0.16060695,0.09813759,0.031226724,0.0010418892,0.005271621,-0.00921765,-0.014740452,0.033316933,-0.14812988,0.20626354,-0.09760195,-0.18691137,-0.109792665,-0.12831993,0.053772822,-0.15142924,-0.06132245,-0.09443458,-0.004177332,0.19044635,0.17645685,0.12141233,-0.15424398,0.07968372,-0.13455649,0.11830807,0.029717304,-0.08300594,0.2470918,-0.07596144,-0.13935122,-0.08808378,0.07589483,-0.08960061,0.0868201,0.027287096,-0.026522264,-0.107855,0.057235114,-0.18019131,0.16871507,-0.013598662,0.037870318,-0.11921232,-0.07085399,-0.035135016,-0.014537051,-0.086075455,-0.02583626,-0.1113114,-0.08419414,0.013499588,-0.13244629,-0.082098395,-0.06112331,0.12456182,0.10462162,0.11703466,0.12384969,0.05283931,-0.05355751,-0.020253561,-0.041772664,0.13602191,-0.10646829,-0.2411528,0.109008074,0.024639368,-0.044822887,-0.038224623,-0.07438949,0.028311133,-0.022416562,-0.11990288,-0.04141009,0.24090236,-0.029654603,-0.06679897,0.3590596,0.14055786,0.033497237,-0.041861564,0.03444691,-0.017815253
